ID,test_id,web100_log_entry_log_time,connection_spec_client_ip,connection_spec_server_ip,connection_spec_client_hostname,connection_spec_client_application,connection_spec_client_browser,connection_spec_client_os,connection_spec_client_geolocation_city,connection_spec_client_geolocation_latitude,connection_spec_client_geolocation_longitude,downloadThroughput
142161807973.181.199.20438.102.0.83,2015/01/18/20150118T21:54:25.74698000Z_73.181.199.204:57464.s2c_snaplog.gz,1421618079,73.181.199.204,38.102.0.83,,,,,Seattle,47.537399292,-122.3910980225,31.378261574
142161816173.181.199.20438.102.0.83,2015/01/18/20150118T21:55:47.519208000Z_73.181.199.204:57481.s2c_snaplog.gz,1421618161,73.181.199.204,38.102.0.83,,,,,Seattle,47.537399292,-122.3910980225,26.5202815218
142161820973.181.199.20438.102.0.83,2015/01/18/20150118T21:56:36.144000000Z_73.181.199.204:57491.s2c_snaplog.gz,1421618209,73.181.199.204,38.102.0.83,,,,,Seattle,47.537399292,-122.3910980225,20.4018750599
142161854571.227.172.153173.205.3.24,2015/01/18/20150118T22:01:59.785697000Z_c-71-227-172-153.hsd1.wa.comcast.net:45524.s2c_snaplog.gz,1421618545,71.227.172.153,173.205.3.24,c-71-227-172-153.hsd1.wa.comcast.net,,,,Seattle,47.5406990051,-122.2712020874,13.1425645336
142161881424.18.138.18638.102.0.97,2015/01/18/20150118T22:06:33.380099000Z_c-24-18-138-186.hsd1.wa.comcast.net:64570.s2c_snaplog.gz,1421618814,24.18.138.186,38.102.0.97,c-24-18-138-186.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6514015198,-122.4077987671,0.2743572356
142161887224.18.138.18638.102.0.109,2015/01/18/20150118T22:07:27.718672000Z_c-24-18-138-186.hsd1.wa.comcast.net:64597.s2c_snaplog.gz,1421618872,24.18.138.186,38.102.0.109,c-24-18-138-186.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6514015198,-122.4077987671,3.4043130071
142162016864.187.173.183173.205.3.24,2015/01/18/20150118T22:29:15.568679000Z_64.187.173.183:59606.s2c_snaplog.gz,1421620168,64.187.173.183,173.205.3.24,,,,,Seattle,47.6343994141,-122.3422012329,19.7491195371
142162022264.187.173.18363.243.224.11,2015/01/18/20150118T22:30:09.635687000Z_64.187.173.183:59626.s2c_snaplog.gz,1421620222,64.187.173.183,63.243.224.11,,,,,Seattle,47.6343994141,-122.3422012329,154.797897148
142162080767.170.84.2014.71.157.139,2015/01/18/20150118T22:39:54.27483000Z_c-67-170-84-201.hsd1.wa.comcast.net:43754.s2c_snaplog.gz,1421620807,67.170.84.201,4.71.157.139,,,,,Seattle,47.6062011719,-122.3320999146,55.6348816786
142162313766.199.74.30128.177.163.75,2015/01/18/20150118T23:18:37.794323000Z_ip11-30.tvmax-fiber-1.hou.ygnition.net:3044.s2c_snaplog.gz,1421623137,66.199.74.30,128.177.163.75,ip11-30.tvmax-fiber-1.hou.ygnition.net,,BTWebClient/7920,Windows,Seattle,47.4485015869,-122.28099823,3.4479311095
142162514073.181.160.25038.102.0.109,2015/01/18/20150118T23:52:06.524891000Z_c-73-181-160-250.hsd1.wa.comcast.net:50986.s2c_snaplog.gz,1421625140,73.181.160.250,38.102.0.109,,,,,Seattle,47.3824005127,-122.3137969971,1.9267968789
142162587967.170.84.20138.102.0.83,2015/01/19/20150119T00:04:26.81838000Z_c-67-170-84-201.hsd1.wa.comcast.net:42255.s2c_snaplog.gz,1421625879,67.170.84.201,38.102.0.83,,,,,Seattle,47.6062011719,-122.3320999146,48.5632292569
1421626648184.78.137.5738.102.0.83,2015/01/19/20150119T00:17:07.759012000Z_184-78-137-57.war.clearwire-wmx.net:58744.s2c_snaplog.gz,1421626648,184.78.137.57,38.102.0.83,184-78-137-57.war.clearwire-wmx.net,,BTWebClient/7920,Windows,Seattle,47.6062011719,-122.3320999146,5.2992962417
142162667124.16.209.184173.205.3.37,2015/01/19/20150119T00:17:37.903610000Z_24.16.209.184:48818.s2c_snaplog.gz,1421626671,24.16.209.184,173.205.3.37,,,,,Seattle,47.5839004517,-122.2994995117,7.8698233964
142162685571.231.105.2938.102.0.83,2015/01/19/20150119T00:20:31.509944000Z_c-71-231-105-29.hsd1.wa.comcast.net:49396.s2c_snaplog.gz,1421626855,71.231.105.29,38.102.0.83,c-71-231-105-29.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6738014221,-122.3419036865,42.1759304793
1421627464184.78.137.5738.102.0.83,2015/01/19/20150119T00:30:43.994439000Z_184-78-137-57.war.clearwire-wmx.net:59557.s2c_snaplog.gz,1421627464,184.78.137.57,38.102.0.83,184-78-137-57.war.clearwire-wmx.net,,BTWebClient/7920,Windows,Seattle,47.6062011719,-122.3320999146,3.5551091439
1421629221184.78.192.12238.102.0.109,2015/01/19/20150119T00:59:55.793646000Z_184-78-192-122.war.clearwire-wmx.net:61838.s2c_snaplog.gz,1421629221,184.78.192.122,38.102.0.109,184-78-192-122.war.clearwire-wmx.net,,,,Seattle,47.6062011719,-122.3320999146,2.3199974852
142163011024.18.188.6038.102.0.109,2015/01/19/20150119T01:14:48.943370000Z_c-24-18-188-60.hsd1.wa.comcast.net:52645.s2c_snaplog.gz,1421630110,24.18.188.60,38.102.0.109,c-24-18-188-60.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.7156982422,-122.3010025024,7.2117964177
142163257724.19.3.3438.102.0.83,2015/01/19/20150119T01:55:53.291999000Z_c-24-19-3-34.hsd1.wa.comcast.net:55392.s2c_snaplog.gz,1421632577,24.19.3.34,38.102.0.83,c-24-19-3-34.hsd1.wa.comcast.net,,BTWebClient/3300,Windows,Seattle,47.5406990051,-122.2712020874,14.3124127766
142163259873.53.58.130173.205.3.24,2015/01/19/20150119T01:56:25.346775000Z_73.53.58.130:50248.s2c_snaplog.gz,1421632598,73.53.58.130,173.205.3.24,,,,,Seattle,47.6847000122,-122.384803772,8.2187827097
142163340324.18.131.16138.102.0.97,2015/01/19/20150119T02:09:43.593088000Z_c-24-18-131-161.hsd1.wa.comcast.net:65426.s2c_snaplog.gz,1421633403,24.18.131.161,38.102.0.97,c-24-18-131-161.hsd1.wa.comcast.net,,,,Seattle,47.6062011719,-122.3320999146,39.2426577816
142163512324.18.188.6038.102.0.97,2015/01/19/20150119T02:38:22.724723000Z_c-24-18-188-60.hsd1.wa.comcast.net:50752.s2c_snaplog.gz,1421635123,24.18.188.60,38.102.0.97,c-24-18-188-60.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.7156982422,-122.3010025024,15.4723868005
1421636504205.175.97.1038.102.0.83,2015/01/19/20150119T03:01:24.230937000Z_ads-respool.nat.uw.edu:27571.s2c_snaplog.gz,1421636504,205.175.97.10,38.102.0.83,ads-respool.nat.uw.edu,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,85.3332678204
142163892424.18.188.6038.102.0.83,2015/01/19/20150119T03:41:43.687813000Z_c-24-18-188-60.hsd1.wa.comcast.net:54862.s2c_snaplog.gz,1421638924,24.18.188.60,38.102.0.83,c-24-18-188-60.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.7156982422,-122.3010025024,6.9076100388
142163919924.18.188.6038.102.0.83,2015/01/19/20150119T03:46:14.488557000Z_c-24-18-188-60.hsd1.wa.comcast.net:55572.s2c_snaplog.gz,1421639199,24.18.188.60,38.102.0.83,c-24-18-188-60.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.7156982422,-122.3010025024,8.2747539095
142163930424.18.188.6038.102.0.83,2015/01/19/20150119T03:48:04.367380000Z_c-24-18-188-60.hsd1.wa.comcast.net:65523.s2c_snaplog.gz,1421639304,24.18.188.60,38.102.0.83,c-24-18-188-60.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.7156982422,-122.3010025024,8.1668373931
142164105576.104.188.18538.102.0.97,2015/01/19/20150119T04:17:16.41691000Z_c-76-104-188-185.hsd1.wa.comcast.net:50704.s2c_snaplog.gz,1421641055,76.104.188.185,38.102.0.97,c-76-104-188-185.hsd1.wa.comcast.net,,BTWebClient/342B,Windows,Seattle,47.4891014099,-122.290802002,36.551719653
142164202624.18.188.6038.102.0.109,2015/01/19/20150119T04:33:26.495452000Z_c-24-18-188-60.hsd1.wa.comcast.net:52908.s2c_snaplog.gz,1421642026,24.18.188.60,38.102.0.109,c-24-18-188-60.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.7156982422,-122.3010025024,5.9843385741
142164213276.121.80.338.102.0.83,2015/01/19/20150119T04:35:18.843945000Z_c-76-121-80-3.hsd1.wa.comcast.net:55175.s2c_snaplog.gz,1421642132,76.121.80.3,38.102.0.83,,,,,Seattle,47.7396011353,-122.3425979614,8.0399626609
142164216476.121.80.338.102.0.83,2015/01/19/20150119T04:35:51.187839000Z_c-76-121-80-3.hsd1.wa.comcast.net:55181.s2c_snaplog.gz,1421642164,76.121.80.3,38.102.0.83,,,,,Seattle,47.7396011353,-122.3425979614,4.5464618186
142164221524.18.188.6038.102.0.97,2015/01/19/20150119T04:36:36.575247000Z_c-24-18-188-60.hsd1.wa.comcast.net:55304.s2c_snaplog.gz,1421642215,24.18.188.60,38.102.0.97,c-24-18-188-60.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.7156982422,-122.3010025024,5.6453806107
142164251397.113.122.21763.243.224.11,2015/01/19/20150119T04:41:53.387253000Z_97-113-122-217.tukw.qwest.net:39729.s2c_snaplog.gz,1421642513,97.113.122.217,63.243.224.11,,,,,Seattle,47.6062011719,-122.3320999146,0.191886809
142164253897.113.122.21763.243.224.11,2015/01/19/20150119T04:42:17.966502000Z_97-113-122-217.tukw.qwest.net:45488.s2c_snaplog.gz,1421642538,97.113.122.217,63.243.224.11,,,,,Seattle,47.6062011719,-122.3320999146,0.295866577
142164304524.18.188.6038.102.0.83,2015/01/19/20150119T04:50:25.791540000Z_c-24-18-188-60.hsd1.wa.comcast.net:56996.s2c_snaplog.gz,1421643045,24.18.188.60,38.102.0.83,c-24-18-188-60.hsd1.wa.comcast.net,,BTWebClient/7920,Windows,Seattle,47.7156982422,-122.3010025024,4.9791871976
142164629450.199.8.102128.177.163.101,2015/01/19/20150119T05:44:30.115069000Z_50-199-8-102-static.hfc.comcastbusiness.net:59963.s2c_snaplog.gz,1421646294,50.199.8.102,128.177.163.101,50-199-8-102-static.hfc.comcastbusiness.net,,BTWebClient/3200,Windows,Seattle,47.5419998169,-122.3123016357,7.2104903383
142164634824.18.188.6038.102.0.97,2015/01/19/20150119T05:45:25.670409000Z_c-24-18-188-60.hsd1.wa.comcast.net:54014.s2c_snaplog.gz,1421646348,24.18.188.60,38.102.0.97,c-24-18-188-60.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.7156982422,-122.3010025024,5.0742427446
142164733724.18.186.284.71.157.152,2015/01/19/20150119T06:02:04.520845000Z_c-24-18-186-28.hsd1.wa.comcast.net:17512.s2c_snaplog.gz,1421647337,24.18.186.28,4.71.157.152,,,,,Seattle,47.5406990051,-122.2712020874,0.6253235137
142164774877.234.41.135212.162.51.101,2015/01/19/20150119T06:08:45.680160000Z_ten.emfme.net:57914.s2c_snaplog.gz,1421647748,77.234.41.135,212.162.51.101,ten.emfme.net,,BTWebClient/3420,Windows,Seattle,47.4891014099,-122.290802002,0.7070484499
142164806376.121.209.19363.243.224.11,2015/01/19/20150119T06:13:56.125308000Z_c-76-121-209-193.hsd1.wa.comcast.net:53524.s2c_snaplog.gz,1421648063,76.121.209.193,63.243.224.11,c-76-121-209-193.hsd1.wa.comcast.net,,,,Seattle,47.7396011353,-122.3425979614,18.0477459106
142164883773.181.160.2504.71.157.139,2015/01/19/20150119T06:27:03.965245000Z_c-73-181-160-250.hsd1.wa.comcast.net:54399.s2c_snaplog.gz,1421648837,73.181.160.250,4.71.157.139,,,,,Seattle,47.3824005127,-122.3137969971,5.8735294461
142164980377.234.41.13538.102.0.97,2015/01/19/20150119T06:43:02.259905000Z_ten.emfme.net:50223.s2c_snaplog.gz,1421649803,77.234.41.135,38.102.0.97,ten.emfme.net,,BTWebClient/3420,Windows,Seattle,47.4891014099,-122.290802002,0.2482249182
142165039977.234.41.13538.102.0.97,2015/01/19/20150119T06:52:54.443698000Z_ten.emfme.net:51743.s2c_snaplog.gz,1421650399,77.234.41.135,38.102.0.97,ten.emfme.net,,BTWebClient/3420,Windows,Seattle,47.4891014099,-122.290802002,0.0782702659
1421650939174.21.218.11463.243.224.24,2015/01/19/20150119T07:01:52.905096000Z_174-21-218-114.tukw.qwest.net:53281.s2c_snaplog.gz,1421650939,174.21.218.114,63.243.224.24,174-21-218-114.tukw.qwest.net,,,,Seattle,47.6062011719,-122.3320999146,1.447392519
142165319371.197.236.2434.71.157.152,2015/01/19/20150119T07:39:39.458868000Z_c-71-197-236-243.hsd1.wa.comcast.net:61651.s2c_snaplog.gz,1421653193,71.197.236.243,4.71.157.152,,,,,Seattle,47.5406990051,-122.2712020874,15.3804109988
142165388050.181.162.3538.102.0.83,2015/01/19/20150119T07:51:06.356512000Z_c-50-181-162-35.hsd1.wa.comcast.net:64486.s2c_snaplog.gz,1421653880,50.181.162.35,38.102.0.83,,,,,Seattle,47.5406990051,-122.2712020874,22.4582731319
142165424298.232.70.484.71.157.139,2015/01/19/20150119T07:57:00.758589000Z_c-98-232-70-48.hsd1.wa.comcast.net:49869.s2c_snaplog.gz,1421654242,98.232.70.48,4.71.157.139,c-98-232-70-48.hsd1.wa.comcast.net,,,,Seattle,47.6062011719,-122.3320999146,3.872959145
1421663468184.78.137.5738.102.0.97,2015/01/19/20150119T10:30:45.751033000Z_184-78-137-57.war.clearwire-wmx.net:53464.s2c_snaplog.gz,1421663468,184.78.137.57,38.102.0.97,184-78-137-57.war.clearwire-wmx.net,,BTWebClient/7920,Windows,Seattle,47.6062011719,-122.3320999146,0.5542945377
142166567464.120.6.17038.102.0.83,2015/01/19/20150119T11:07:32.599449000Z_64.120.6.172.rdns.ubiquityservers.com:60355.s2c_snaplog.gz,1421665674,64.120.6.170,38.102.0.83,64.120.6.172.rdns.ubiquityservers.com,,BTWebClient/3420,Windows,Seattle,47.4891014099,-122.290802002,36.3393931261
142166605964.120.6.17038.102.0.97,2015/01/19/20150119T11:13:58.113700000Z_64.120.6.172.rdns.ubiquityservers.com:60726.s2c_snaplog.gz,1421666059,64.120.6.170,38.102.0.97,64.120.6.172.rdns.ubiquityservers.com,,BTWebClient/3420,Windows,Seattle,47.4891014099,-122.290802002,25.3534397028
1421668116184.78.137.5738.102.0.97,2015/01/19/20150119T11:48:10.251756000Z_184-78-137-57.war.clearwire-wmx.net:54819.s2c_snaplog.gz,1421668116,184.78.137.57,38.102.0.97,184-78-137-57.war.clearwire-wmx.net,,BTWebClient/7920,Windows,Seattle,47.6062011719,-122.3320999146,5.061783482
1421670514184.78.137.5738.102.0.109,2015/01/19/20150119T12:28:12.257678000Z_184-78-137-57.war.clearwire-wmx.net:60699.s2c_snaplog.gz,1421670514,184.78.137.57,38.102.0.109,184-78-137-57.war.clearwire-wmx.net,,BTWebClient/7920,Windows,Seattle,47.6062011719,-122.3320999146,2.6280022279
142167124266.235.1.3838.102.0.109,2015/01/19/20150119T12:40:23.323160000Z_c-66-235-1-38.sea.wa.customer.broadstripe.net:34500.s2c_snaplog.gz,1421671242,66.235.1.38,38.102.0.109,c-66-235-1-38.sea.wa.customer.broadstripe.net,,BTWebClient/3420,Windows,Seattle,47.5839004517,-122.2994995117,17.0263485539
1421671634184.78.137.5738.102.0.109,2015/01/19/20150119T12:46:51.782239000Z_184-78-137-57.war.clearwire-wmx.net:64530.s2c_snaplog.gz,1421671634,184.78.137.57,38.102.0.109,184-78-137-57.war.clearwire-wmx.net,,BTWebClient/7920,Windows,Seattle,47.6062011719,-122.3320999146,2.3147181538
1421672242184.78.137.5738.102.0.109,2015/01/19/20150119T12:56:57.307270000Z_184-78-137-57.war.clearwire-wmx.net:49299.s2c_snaplog.gz,1421672242,184.78.137.57,38.102.0.109,184-78-137-57.war.clearwire-wmx.net,,BTWebClient/7920,Windows,Seattle,47.6062011719,-122.3320999146,4.0638680261
142167610374.61.31.18238.102.0.83,2015/01/19/20150119T14:01:18.493087000Z_74-61-31-182.war.clearwire-wmx.net:50372.s2c_snaplog.gz,1421676103,74.61.31.182,38.102.0.83,74-61-31-182.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,3.566280614
142167619874.61.31.18238.102.0.83,2015/01/19/20150119T14:02:57.452668000Z_74-61-31-182.war.clearwire-wmx.net:50412.s2c_snaplog.gz,1421676198,74.61.31.182,38.102.0.83,74-61-31-182.war.clearwire-wmx.net,,BTWebClient/3420,Windows,Seattle,47.6062011719,-122.3320999146,1.933138939
142167995298.247.254.57173.205.3.37,2015/01/19/20150119T15:05:28.966210000Z_c-98-247-254-57.hsd1.wa.comcast.net:53412.s2c_snaplog.gz,1421679952,98.247.254.57,173.205.3.37,c-98-247-254-57.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6847000122,-122.384803772,17.8285414842
142168410450.243.110.21738.102.0.83,2015/01/19/20150119T16:14:50.416661000Z_50-243-110-217-static.hfc.comcastbusiness.net:33636.s2c_snaplog.gz,1421684104,50.243.110.217,38.102.0.83,,,,,Seattle,47.6738014221,-122.3419036865,2.6704788599
142168692671.212.34.284.71.157.152,2015/01/19/20150119T17:01:51.83537000Z_71-212-34-28.tukw.qwest.net:51034.s2c_snaplog.gz,1421686926,71.212.34.28,4.71.157.152,,,,,Seattle,47.6062011719,-122.3320999146,8.1575771074
142168732150.135.177.6738.102.0.109,2015/01/19/20150119T17:08:16.796298000Z_c-50-135-177-67.hsd1.wa.comcast.net:52302.s2c_snaplog.gz,1421687321,50.135.177.67,38.102.0.109,c-50-135-177-67.hsd1.wa.comcast.net,,BTWebClient/3230,Windows,Seattle,47.7396011353,-122.3425979614,43.8455203949
142168784074.94.73.12638.102.0.83,2015/01/19/20150119T17:16:56.788626000Z_74-94-73-126-Seattle.WA.comcastbusiness.net:1220.s2c_snaplog.gz,1421687840,74.94.73.126,38.102.0.83,74-94-73-126-Seattle.WA.comcastbusiness.net,,,,Seattle,47.6062011719,-122.3320999146,16.890706386
1421689784207.170.245.74213.248.112.101,2015/01/19/20150119T17:49:21.564628000Z_mail.secprop.com:27808.s2c_snaplog.gz,1421689784,207.170.245.74,213.248.112.101,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,6.1058949667
1421689825207.170.245.7483.212.4.24,2015/01/19/20150119T17:49:57.498950000Z_mail.secprop.com:15104.s2c_snaplog.gz,1421689825,207.170.245.74,83.212.4.24,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,8.3438819834
1421689881207.170.245.744.71.254.147,2015/01/19/20150119T17:50:38.512528000Z_mail.secprop.com:11938.s2c_snaplog.gz,1421689881,207.170.245.74,4.71.254.147,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,22.4470938507
1421689913207.170.245.744.71.251.147,2015/01/19/20150119T17:51:32.658774000Z_mail.secprop.com:61411.s2c_snaplog.gz,1421689913,207.170.245.74,4.71.251.147,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,38.216844638
1421689946207.170.245.7438.107.216.17,2015/01/19/20150119T17:52:04.981823000Z_mail.secprop.com:59977.s2c_snaplog.gz,1421689946,207.170.245.74,38.107.216.17,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,38.0082584511
1421689979207.170.245.74193.1.12.203,2015/01/19/20150119T17:52:37.431910000Z_mail.secprop.com:35896.s2c_snaplog.gz,1421689979,207.170.245.74,193.1.12.203,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,12.0197659298
1421690014207.170.245.7480.239.142.203,2015/01/19/20150119T17:53:12.309723000Z_mail.secprop.com:13481.s2c_snaplog.gz,1421690014,207.170.245.74,80.239.142.203,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,11.341335149
1421690041184.78.209.7838.102.0.97,2015/01/19/20150119T17:53:39.531190000Z_184-78-209-78.war.clearwire-wmx.net:59776.s2c_snaplog.gz,1421690041,184.78.209.78,38.102.0.97,184-78-209-78.war.clearwire-wmx.net,,BTWebClient/3130,Windows,Seattle,47.6062011719,-122.3320999146,0.6884359765
1421690048207.170.245.74109.239.110.11,2015/01/19/20150119T17:53:46.454565000Z_mail.secprop.com:31523.s2c_snaplog.gz,1421690048,207.170.245.74,109.239.110.11,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,16.45575702
1421690081207.170.245.7438.98.51.20,2015/01/19/20150119T17:54:20.597544000Z_mail.secprop.com:3324.s2c_snaplog.gz,1421690081,207.170.245.74,38.98.51.20,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,76.3665621713
1421690116207.170.245.74213.200.103.139,2015/01/19/20150119T17:54:52.621192000Z_mail.secprop.com:23544.s2c_snaplog.gz,1421690116,207.170.245.74,213.200.103.139,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,0.1221979849
1421690172207.170.245.74213.200.99.203,2015/01/19/20150119T17:55:48.296829000Z_mail.secprop.com:4666.s2c_snaplog.gz,1421690172,207.170.245.74,213.200.99.203,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,0.3496642077
1421690271207.170.245.7438.106.70.147,2015/01/19/20150119T17:57:26.453868000Z_mail.secprop.com:65371.s2c_snaplog.gz,1421690271,207.170.245.74,38.106.70.147,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,31.9045069212
1421690306207.170.245.7480.239.168.203,2015/01/19/20150119T17:58:04.779209000Z_mail.secprop.com:34648.s2c_snaplog.gz,1421690306,207.170.245.74,80.239.168.203,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,8.6026470917
1421690343207.170.245.7438.102.0.109,2015/01/19/20150119T17:58:38.736966000Z_mail.secprop.com:17459.s2c_snaplog.gz,1421690343,207.170.245.74,38.102.0.109,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,83.3724335336
1421690382207.170.245.7481.167.39.11,2015/01/19/20150119T17:59:14.734646000Z_mail.secprop.com:3554.s2c_snaplog.gz,1421690382,207.170.245.74,81.167.39.11,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,11.0208483698
1421690439207.170.245.74203.178.130.203,2015/01/19/20150119T18:00:16.191569000Z_mail.secprop.com:40681.s2c_snaplog.gz,1421690439,207.170.245.74,203.178.130.203,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,14.5301100594
1421690473207.170.245.74213.208.152.11,2015/01/19/20150119T18:00:51.44434000Z_mail.secprop.com:48980.s2c_snaplog.gz,1421690473,207.170.245.74,213.208.152.11,mail.secprop.com,,,,Seattle,47.5471992493,-122.3513031006,4.4023574665
142169265450.141.111.13128.177.163.75,2015/01/19/20150119T18:37:13.780315000Z_50.141.111.13:18221.s2c_snaplog.gz,1421692654,50.141.111.13,128.177.163.75,,,,,Seattle,47.6144981384,-122.3479995728,1.4209793685
142169296174.94.73.12638.102.0.83,2015/01/19/20150119T18:42:22.2616000Z_74-94-73-126-Seattle.WA.comcastbusiness.net:2950.s2c_snaplog.gz,1421692961,74.94.73.126,38.102.0.83,74-94-73-126-Seattle.WA.comcastbusiness.net,,,,Seattle,47.6062011719,-122.3320999146,16.9968008038
142169532924.19.204.233173.205.3.37,2015/01/19/20150119T19:21:43.662100000Z_c-24-19-204-233.hsd1.wa.comcast.net:54721.s2c_snaplog.gz,1421695329,24.19.204.233,173.205.3.37,c-24-19-204-233.hsd1.wa.comcast.net,,,,Seattle,47.5406990051,-122.2712020874,26.645452575
1421697211184.78.211.16438.102.0.109,2015/01/19/20150119T19:53:04.939780000Z_184-78-211-164.war.clearwire-wmx.net:49448.s2c_snaplog.gz,1421697211,184.78.211.164,38.102.0.109,184-78-211-164.war.clearwire-wmx.net,,,,Seattle,47.6062011719,-122.3320999146,2.8322187912
1421697680174.21.175.1494.71.157.165,2015/01/19/20150119T20:01:07.18428000Z_174-21-175-149.tukw.qwest.net:50392.s2c_snaplog.gz,1421697680,174.21.175.149,4.71.157.165,,,,,Seattle,47.6062011719,-122.3320999146,6.8148622998
142169848450.132.32.12138.102.0.97,2015/01/19/20150119T20:14:20.123525000Z_c-50-132-32-121.hsd1.wa.comcast.net:33870.s2c_snaplog.gz,1421698484,50.132.32.121,38.102.0.97,c-50-132-32-121.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6636009216,-122.3804016113,5.9012605189
142169850873.181.199.20438.102.0.83,2015/01/19/20150119T20:14:54.657619000Z_73.181.199.204:58203.s2c_snaplog.gz,1421698508,73.181.199.204,38.102.0.83,,,,,Seattle,47.537399292,-122.3910980225,21.1127661623
142170090198.225.23.7738.102.0.97,2015/01/19/20150119T20:54:37.263582000Z_c-98-225-23-77.hsd1.wa.comcast.net:50760.s2c_snaplog.gz,1421700901,98.225.23.77,38.102.0.97,c-98-225-23-77.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6343994141,-122.3422012329,111.4967430473
142170216624.18.131.16138.102.0.83,2015/01/19/20150119T21:15:42.31980000Z_c-24-18-131-161.hsd1.wa.comcast.net:51596.s2c_snaplog.gz,1421702166,24.18.131.161,38.102.0.83,c-24-18-131-161.hsd1.wa.comcast.net,,,,Seattle,47.6062011719,-122.3320999146,38.3809065259
142170477450.170.62.30173.205.3.11,2015/01/19/20150119T21:59:07.666400000Z_c-50-170-62-30.hsd1.wa.comcast.net:40549.s2c_snaplog.gz,1421704774,50.170.62.30,173.205.3.11,c-50-170-62-30.hsd1.wa.comcast.net,,,,Seattle,47.5471992493,-122.3513031006,24.2291860391
142170491950.132.32.12138.102.0.109,2015/01/19/20150119T22:01:37.79205000Z_c-50-132-32-121.hsd1.wa.comcast.net:35445.s2c_snaplog.gz,1421704919,50.132.32.121,38.102.0.109,c-50-132-32-121.hsd1.wa.comcast.net,,BTWebClient/3420,Windows,Seattle,47.6636009216,-122.3804016113,2.2368264299
142170511470.199.143.1854.71.157.139,2015/01/19/20150119T22:05:00.121795000Z_185.sub-70-199-143.myvzw.com:9287.s2c_snaplog.gz,1421705114,70.199.143.185,4.71.157.139,,,,,Seattle,47.6062011719,-122.3320999146,17.770585835
142170685050.141.111.13128.177.163.101,2015/01/19/20150119T22:33:45.736582000Z_50.141.111.13:18216.s2c_snaplog.gz,1421706850,50.141.111.13,128.177.163.101,,,,,Seattle,47.6144981384,-122.3479995728,2.9865695829
142170692250.141.111.1364.86.132.75,2015/01/19/20150119T22:35:02.455298000Z_50.141.111.13:18095.s2c_snaplog.gz,1421706922,50.141.111.13,64.86.132.75,,,BTWebClient/7800,Windows,Seattle,47.6144981384,-122.3479995728,7.9495552072
1421707609184.78.255.564.86.132.88,2015/01/19/20150119T22:46:17.555782000Z_184-78-255-5.war.clearwire-wmx.net:50833.s2c_snaplog.gz,1421707609,184.78.255.5,64.86.132.88,184-78-255-5.war.clearwire-wmx.net,,,,Seattle,47.6062011719,-122.3320999146,1.0385260879
142170768950.141.111.1364.86.132.88,2015/01/19/20150119T22:47:49.207051000Z_50.141.111.13:18360.s2c_snaplog.gz,1421707689,50.141.111.13,64.86.132.88,,,BTWebClient/7800,Windows,Seattle,47.6144981384,-122.3479995728,7.383567103
142170997171.212.34.28103.10.233.11,2015/01/19/20150119T23:25:50.585245000Z_71-212-34-28.tukw.qwest.net:51899.s2c_snaplog.gz,1421709971,71.212.34.28,103.10.233.11,,,,,Seattle,47.6062011719,-122.3320999146,2.2363756789
